itemname,item_freq,wordroot,root_freq,focus,wordclass,variant,modified
mprengo,27,rengo,215,參考焦點,,,False
piling,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tlmani,1,tlami,8,受事焦點,,,False
kuni,2,kuni,13,,動詞,,False
tepiq,5,tepiq,7,,名詞,,False
tnngo,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pnrima,1,rima,33,零焦點標記,,,False
pyasun,4,uyas,130,受事焦點,,,False
kansoki,1,kanso,2,,名詞,,False
glaqan,7,glaqan,7,,名詞,,False
pusaan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mptbale,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
snbrangan,2,snbrangan,8,,名詞,sbrangan,False
pqhdeyun,1,qhedu,94,受事焦點,,pqdeyun,False
raqic,11,raqic,11,,名詞,,False
knbbkuy,1,bukuy1,4,受事焦點,,,False
mnatak,1,atak,43,主事焦點,,,False
basu,13,basu,13,,名詞,,False
tongceroci,6,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kongyen,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
krhngasi,1,khngeras,5,受事焦點,,,False
mciyal,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sricuh,8,ricuh,24,參考焦點,,,False
tai,51,qita,690,受事焦點,,tai,True
kgei,1,egu,250,受事焦點,,,False
lnungun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mllebil,1,blebil,22,主事焦點,,,False
kndlaxi,1,kndalax,109,受事焦點,,,False
peeniq,3,eniq,675,受事焦點,,,False
jkameral,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rmnengo,3,rengo,215,主事焦點,,,False
kmbunuh,2,bunuh,52,,動詞,,False
kteetu,3,kteetu,9,,動詞,steetu,False
trherah,1,rmherah,1,,名詞,,False
ssoni,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hnqilun,1,huqil,57,受事焦點,,,False
banggo,1,banggo,1,,名詞,,False
slamaq,5,slamaq,10,,動詞,,False
tmquri,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kagi,1,kagi,1,,名詞,,False
behin,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tgmmteru,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
smbalas,1,balas,4,參考焦點,,,False
suunux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
spuun,10,upu,100,受事焦點,,,False
knseediq,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
skgulan,7,skagul,15,處所焦點,,,False
knbguun,2,knbguun,2,,名詞,,False
tmaatak,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
plngisun,2,lingis,35,受事焦點,,,False
nguduss,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ssresan,1,serus,15,處所焦點,,,False
gasu,2,gasu,2,,名詞,,False
pnheyal,1,pheyal,42,零焦點標記,,pnheyan,False
sliqi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sdrapan,3,sdurak,22,名詞性標記,,,False
mpqlahang,4,qlahang,61,主事焦點,,,False
lmadu,1,ladu,2,主事焦點,,,False
leung,1,leung,1,,其它,,False
mhungul,4,hungul,18,主事焦點,,mhungun,False
seeyah,2,eyah,417,參考焦點,,,False
mplabu,2,plabu,2,主事焦點,,,False
glekun,1,geeluk,20,受事焦點,,,False
yamecu,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hruwo,1,hiru,29,受事焦點,,,False
eeyah,4,eyah,417,受事焦點,,,False
snbbiyan,1,bbiyan,25,零焦點標記,,,False
debakun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dmaus,8,daus,20,主事焦點,,,False
jhadasil,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tdhediq,3,hediq,12,,其它,,False
prayun,6,pure,98,受事焦點,,,False
ddamux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
oi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
stkemu,2,stkemu,2,,動詞,,False
gnbeling,2,beling,57,主事焦點,,,False
srtiqi,1,rutiq,26,參考焦點,,,False
msuupu,26,upu,100,主事焦點,,,False
mnihun,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qquduq,2,quduq,8,零焦點標記,,,False
yecumin,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
smwahin,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cupun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
jsanjyu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mangan,66,angal,424,主事焦點,,mangan,True
kwana,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sgeyu,1,geyu,13,參考焦點,,,False
ulun,2,egul,51,受事焦點,,,False
biqan,5,bege,104,參考焦點,,,False
inina,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
lnlulung,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
knkelan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
lamu,1,lamu,83,,動詞,,False
lmamu,48,lamu,83,主事焦點,,,False
pcyuki,1,ciyuk,31,受事焦點,,,False
kklai,2,kela,519,受事焦點,,,False
pkepak,1,pkepak,1,,動詞,,False
mame,1,mame,1,,名詞,,False
knugeyan,1,egu,250,處所焦點,,,False
bbuwan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
uqi,2,uqi,231,,動詞,,False
sstaring,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pnteru,1,teru,97,受事焦點,,,False
pntnai,3,-tena-,97,受事焦點,,pn-tnai,False
cehaq,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tgutu,1,tgutu,1,,動詞,,False
qrasi,3,qaras,67,受事焦點,,,False
kmaro,8,karo,23,主事焦點,,,False
cqerun,1,cequr,6,受事焦點,,,False
pntnaun,2,-tena-,97,受事焦點,,pn-tnaun,False
dung,21,dungan,173,,其它,dung,True
bbeyan,1,beebu 1,22,處所焦點,,bbean,False
snterun,1,setur,33,受事焦點,,,False
spruun,5,paru,356,受事焦點,,,False
msetuq,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
bsiyus,5,bsiyus,5,,名詞,psiyus,False
smbale,3,sbale,3,主事焦點,,,False
mstena,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sinciar,1,sinciar,1,,名詞,,False
bbari,3,bari,8,零焦點標記,,,False
ptyexun,4,eyux,27,受事焦點,,,False
pais,19,pais,20,,名詞,,False
sipanya,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qene,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
bnaruy,18,baruy,137,受事焦點,,,False
msnlaqi,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qemun,1,qemun,2,,動詞,,False
mngari,5,mngari,5,,名詞,,False
rhngun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
peeruc,1,eruc,37,受事焦點,,,False
pnqan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
srbugi,1,-rubu-,10,受事焦點,,,False
srbegun,1,rebu,51,受事焦點,,,False
dilun,5,didil,20,受事焦點,,,False
pcahu,1,-cahu-,6,,動詞,,False
gako,28,gako,28,,名詞,,False
